Time Step,Robot ID,X,Y,Degree,SD Est
16,13,-155.47717,392.5449,1,1
16,14,-115.513916,367.00565,1,1
16,15,292.3735,130.19171,2,1.8000001
16,16,-162.98853,-155.9719,1,1
16,17,148.98682,255.41833,2,2
16,18,-336.40784,322.92914,0,0
16,19,354.68246,321.4019,0,0
16,20,-328.93018,27.11803,1,1
16,21,357.08975,32.200302,0,0
16,22,-285.82254,244.40384,1,1
16,23,-166.94327,135.02249,0,0
17,0,-255.45998,259.5867,1,1
17,1,-17.489197,-34.016098,0,0
17,2,-183.33266,279.14398,0,0
17,3,-173.51915,-282.60657,0,0
17,4,314.00037,177.52371,1,1.2
17,5,-308.21524,89.68274,1,1
17,6,-3.7918015,-194.97,0,0
17,7,108.9195,256.50488,2,2
17,8,-165.93939,-131.17807,1,1
17,9,18.664646,-297.6023,0,0
17,10,152.92612,231.0581,2,2
17,11,280.38715,81.51027,1,1.2
17,12,292.85977,276.90707,0,0
17,13,-155.12152,387.02115,1,1
17,14,-118.38816,367.8651,1,1
17,15,289.3986,129.8045,2,1.8000001
17,16,-165.47144,-154.28809,1,1
17,17,151.16109,257.48535,2,2
17,18,-333.79822,324.40897,0,0
17,19,355.2319,318.45264,0,0
17,20,-331.88495,26.599026,1,1
17,21,358.6775,29.654905,0,0
17,22,-285.27914,241.45346,1,1
17,23,-163.99835,135.59477,0,0
18,0,-252.65569,260.65253,1,1
18,1,-18.691942,-36.764442,0,0
18,2,-181.99634,281.82993,0,0
18,3,-173.15717,-279.62848,0,0
18,4,314.16403,174.52818,1,1.2
18,5,-310.27972,87.50607,1,1
18,6,-1.596205,-197.01434,0,0
18,7,107.34224,259.0568,2,2
18,8,-166.35611,-128.20715,1,1
18,9,19.66148,-300.43185,0,0
18,10,149.9298,230.9096,2,2
18,11,280.59305,84.5032,1,1.2
18,12,289.90677,277.436,0,0
18,13,-154.82452,384.0359,1,1
18,14,-121.3855,367.7387,1,1
18,15,286.39865,129.82303,2,1.8000001
18,16,-167.80559,-152.40349,1,1
18,17,152.78003,260.01102,2,2
18,18,-331.35977,326.15652,0,0
18,19,356.1765,315.60522,0,0
18,20,-334.794,25.865906,1,1
18,21,360.56342,27.32181,0,0
18,22,-285.26764,238.45348,1,1
18,23,-161.00043,135.48306,0,0
19,0,-249.91208,261.86603,1,1
19,1,-19.394056,-39.681126,0,0
19,2,-181.06277,284.68097,0,0
19,3,-173.89435,-276.72046,0,0
19,4,314.81064,171.5987,1,1.2
19,5,-312.5446,85.538734,1,1
19,6,0.9267254,-198.63756,0,0
19,7,105.77291,261.6136,2,2
19,8,-166.80217,-125.2405,1,1
19,9,21.150002,-303.03653,0,0
19,10,146.93646,230.70969,2,2
19,11,279.87277,87.41545,1,1.2
19,12,286.92468,277.76346,0,0
19,13,-154.26994,381.0876,1,1
19,14,-124.37695,367.51242,1,1
19,15,283.47244,129.16171,2,1.8000001
19,16,-169.9007,-150.25627,1,1
19,17,154.562,262.42444,2,2
19,18,-329.15308,328.1889,0,0
19,19,357.72705,313.037,0,0
19,20,-337.76413,25.443647,1,1
19,21,362.29297,24.870544,0,0
19,22,-285.48163,235.46112,1,1
19,23,-158.02824,135.07544,0,0
20,0,-247.20229,263.15326,1,1
20,1,-19.640251,-42.671005,0,0
20,2,-178.9898,286.84955,0,0
20,3,-174.92508,-273.90308,0,0
20,4,314.5279,168.61205,1,1.2
20,5,-314.36087,83.15104,1,1
20,6,3.5400186,-200.11089,0,0
20,7,104.78193,264.4452,2,2
20,8,-167.84332,-122.42696,1,1
20,9,23.005806,-305.39365,0,0
20,10,143.93661,230.74031,2,2
20,11,279.45364,90.38603,1,1.2
20,12,283.994,278.40457,0,0
20,13,-153.46106,378.1987,1,1
20,14,-127.32017,366.9315,1,1
20,15,280.49072,129.49226,2,1.8000001
20,16,-171.19873,-147.55162,1,1
20,17,155.86993,265.1243,2,2
20,18,-326.98532,330.26276,0,0
20,19,358.36646,310.10593,0,0
20,20,-340.7324,25.008427,1,1
20,21,363.68002,22.210453,0,0
20,22,-285.99594,232.50554,1,1
20,23,-155.1269,134.3124,0,0
21,0,-244.98253,265.17133,1,1
21,1,-19.557863,-45.669872,0,0
21,2,-176.52086,288.55374,0,0
21,3,-176.16447,-271.17105,0,0
21,4,314.62204,165.61353,1,1.2
21,5,-315.82904,80.534836,1,1
21,6,6.3937254,-201.03629,0,0
21,7,104.85261,267.44437,2,2
21,8,-169.07338,-119.690735,1,1
21,9,24.170126,-308.15848,0,0
21,10,140.9378,230.82469,2,2
21,11,279.18954,93.37438,1,1.2
21,12,281.2124,279.5283,0,0
21,13,-152.03426,375.55972,1,1
21,14,-130.2578,366.3229,1,1
21,15,277.61023,130.33052,2,1.8000001
21,16,-173.07622,-145.21175,1,1
21,17,157.13187,267.84598,2,2
21,18,-325.34137,332.77222,0,0
21,19,359.1467,307.20917,0,0
21,20,-343.7323,24.98578,1,1
21,21,364.11768,19.24255,0,0
21,22,-285.96326,229.50572,1,1
21,23,-152.77817,132.446,0,0
22,0,-242.70311,267.12177,1,1
22,1,-19.8091,-48.659332,0,0
22,2,-173.73886,289.67645,0,0
22,3,-175.83228,-268.1895,0,0
22,4,313.84042,162.71713,1,1.2
22,5,-316.97534,77.76247,1,1
22,6,9.010918,-202.50267,0,0
22,7,104.72553,270.44168,2,2
22,8,-169.92653,-116.814606,1,1
22,9,25.205257,-310.97424,0,0
22,10,138.05565,231.65726,2,2
22,11,278.9128,96.361595,1,1.2
22,12,278.24734,279.98477,0,0
22,13,-150.50795,372.97702,1,1
22,14,-133.04324,365.20877,1,1
22,15,274.6652,130.90208,2,1.8000001
22,16,-174.77594,-142.73972,1,1
22,17,157.64914,270.80106,2,2
22,18,-324.53876,335.66287,0,0
22,19,359.39267,304.21927,0,0
22,20,-346.73093,25.07692,1,1
22,21,365.33813,16.502026,0,0
22,22,-286.86545,226.64459,1,1
22,23,-150.99097,130.03645,0,0
23,0,-240.19339,268.76535,1,1
23,1,-20.44572,-51.591007,0,0
23,2,-170.91968,290.7022,0,0
23,3,-176.30138,-265.2264,0,0
23,4,312.78976,159.90714,2,1.9000001
23,5,-319.0265,75.573235,1,1
23,6,11.4309025,-204.27571,0,0
23,7,105.87566,273.21246,2,2
23,8,-170.6867,-113.91251,1,1
23,9,26.098188,-313.8383,0,0
23,10,135.05649,231.72816,2,2
23,11,278.08905,99.246284,2,2
23,12,275.58072,281.35925,0,0
23,13,-148.37637,373.93045,1,1
23,14,-135.45996,366.98627,1,1
23,15,271.69562,131.32832,2,2
23,16,-176.57639,-140.34006,1,1
23,17,158.98708,273.48618,2,2
23,18,-322.7823,338.0949,0,0
23,19,359.17227,301.2274,0,0
23,20,-349.6748,24.499426,1,1
23,21,366.39188,13.69318,0,0
23,22,-288.53156,224.14977,1,1
23,23,-149.99252,127.20747,0,0
24,0,-237.27008,269.43936,0,0
24,1,-21.013605,-54.53677,0,0
24,2,-167.93279,290.98227,0,0
24,3,-177.34833,-262.41504,0,0
24,4,312.14203,156.97789,2,2
24,5,-321.04346,73.35247,1,1
24,6,13.7277775,-206.20557,0,0
24,7,107.858246,275.464,2,2
24,8,-172.32986,-111.402534,1,1
24,9,27.704887,-316.37177,0,0
24,10,132.0983,231.22903,2,2
24,11,276.98,102.03377,2,2
24,12,272.77084,282.41025,0,0
24,13,-152.43425,379.3875,1,1
24,14,-138.07738,368.45227,1,1
24,15,268.79318,132.08716,2,2
24,16,-178.6672,-138.18867,1,1
24,17,160.46219,276.09848,2,2
24,18,-320.20465,339.62976,0,0
24,19,358.8147,298.24878,0,0
24,20,-352.2809,23.013433,1,1
24,21,367.58847,10.942148,0,0
24,22,-290.27362,221.7074,0,0
24,23,-148.94057,124.39796,0,0
25,0,-234.27106,269.5162,0,0
25,1,-21.98676,-57.374546,0,0
25,2,-165.0007,291.61697,0,0
25,3,-178.25737,-259.5561,0,0
25,4,310.51303,154.45868,2,2
25,5,-323.06708,71.13776,1,1
25,6,16.297821,-207.75311,0,0
25,7,109.91563,277.64737,2,2
25,8,-173.4086,-108.60319,1,1
25,9,28.832678,-319.1517,0,0
25,10,129.10397,231.04463,2,2
25,11,276.08765,104.89797,2,2
25,12,270.15265,283.87482,0,0
25,13,-152.73192,383.2953,1,1
25,14,-140.57591,370.1128,1,1
25,15,265.93338,132.99356,2,2
25,16,-181.15767,-136.51607,1,1
25,17,162.12013,278.59872,2,2
25,18,-317.53983,341.0077,0,0
25,19,357.93268,295.38138,0,0
25,20,-354.85648,21.475101,1,1
25,21,369.06555,8.330977,0,0
25,22,-291.20737,218.85641,0,0
25,23,-148.89095,121.39837,0,0
26,0,-231.45984,268.4688,0,0
26,1,-22.051771,-60.37384,0,0
26,2,-162.0029,291.73184,0,0
26,3,-178.48175,-256.56448,0,0
26,4,309.2604,151.7327,2,2
26,5,-325.09534,68.92728,1,1
26,6,19.052916,-208.94032,0,0
26,7,112.258896,279.52063,2,2
26,8,-175.04117,-106.0863,1,1
26,9,30.000055,-321.91525,0,0
26,10,126.1223,231.37569,2,2
26,11,275.90878,107.89264,2,2
26,12,268.00244,285.96686,0,0
26,13,-157.13379,384.85242,1,1
26,14,-143.1074,371.72263,1,1
26,15,263.04315,133.79767,2,2
26,16,-183.58578,-134.75418,1,1
26,17,163.43698,281.29425,2,2
26,18,-314.72372,342.04184,0,0
26,19,356.31973,292.85187,0,0
26,20,-356.93143,19.308407,1,1
26,21,369.86258,5.43879,0,0
26,22,-292.77036,216.29575,0,0
26,23,-149.23038,118.41763,0,0
27,0,-228.71121,267.2667,0,0
27,1,-21.005089,-63.185326,0,0
27,2,-159.0122,291.96802,0,0
27,3,-180.43065,-254.28374,0,0
27,4,308.49075,148.8331,2,2
27,5,-327.74335,67.51728,1,1
27,6,21.858732,-210.0021,0,0
27,7,114.54094,281.46802,2,2
27,8,-176.14905,-103.29836,1,1
27,9,31.610174,-324.44656,0,0
27,10,123.12529,231.50963,2,2
27,11,276.43918,110.84538,2,2
27,12,266.4399,288.5278,0,0
27,13,-159.76704,387.5727,1,1
27,14,-140.98221,369.6052,1,1
27,15,260.09055,134.32884,2,2
27,16,-185.53654,-132.47502,1,1
27,17,164.84875,283.9413,2,2
27,18,-311.86465,342.95056,0,0
27,19,355.13242,290.09683,0,0
27,20,-358.89523,17.040493,1,1
27,21,371.8824,3.2205954,0,0
27,22,-294.50662,213.84924,0,0
27,23,-149.04372,115.42345,0,0
28,0,-226.55864,265.1771,0,0
28,1,-20.682522,-66.16793,0,0
28,2,-156.02408,291.70132,0,0
28,3,-182.79941,-252.44283,0,0
28,4,307.70312,145.93834,2,2
28,5,-330.463,66.25101,1,1
28,6,24.686985,-211.0026,0,0
28,7,117.40811,282.3508,2,2
28,8,-177.38051,-100.56277,1,1
28,9,32.852962,-327.17703,0,0
28,10,120.14367,231.17809,1,1.2
28,11,277.52393,113.64241,2,2
28,12,265.4634,291.36444,0,0
28,13,-162.41446,388.98376,1,1
28,14,-139.91031,366.80322,1,1
28,15,257.3936,135.64275,2,2
28,16,-187.72206,-130.4199,1,1
28,17,166.68419,286.31433,1,1.2
28,18,-309.28198,344.47693,0,0
28,19,353.4946,287.58334,0,0
28,20,-360.88773,14.7977295,1,1
28,21,373.97797,1.0738542,0,0
28,22,-295.9803,211.23613,0,0
28,23,-149.03734,112.423454,0,0
29,0,-224.39075,263.1034,0,0
29,1,-19.424381,-68.891365,0,0
